"Payment ID","Payment Date","IO Type","Sender Amt ($)","Payment Rail","Customer Type","LIC","Sender Name","Sender Account #","Receiver Name","Receiver Account #","Status","STP?","Creation Date Time (EST)"
263310,"2025-04-18 00:00:00","OUT",87.78,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001005","Expense","24680","PROCESSED","STP_YES","04/18/2025 05:33:59"
263311,"2025-04-18 00:00:00","IN",10.13,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/18/2025 06:01:47"
263313,"2025-04-18 00:00:00","IN",36.25,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/18/2025 06:05:46"
263315,"2025-04-18 00:00:00","IN",14.69,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/18/2025 06:09:54"
263317,"2025-04-18 00:00:00","IN",33.3,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/18/2025 06:13:44"
263319,"2025-04-18 00:00:00","IN",39.27,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/18/2025 06:17:36"
263326,"2025-04-18 00:00:00","OUT",74,"FEDWIRE","Consumer","CTRC","SteveePay","112288","Sophia","676789","PROCESSED","STP_YES","04/18/2025 06:55:22"
263332,"2025-04-18 00:00:00","OUT",10.42,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","PROCESSED","STP_YES","04/18/2025 07:42:35"
263333,"2025-04-18 00:00:00","OUT",57.88,"FEDWIRE","Corporate","BTRC","Feddex","9901020002",,"","PROCESSED","STP_YES","04/18/2025 07:53:10"
263334,"2025-04-18 00:00:00","OUT",15.54,"FEDWIRE","Consumer","DRRC","SteveePay","112288","The Farmers and Merchants","9901020002","PROCESSED","STP_YES","04/18/2025 08:24:56"
263341,"2025-04-18 00:00:00","OUT",10,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","RETURN_INITIATED","STP_YES","04/18/2025 09:01:15"
263345,"2025-04-18 00:00:00","OUT",28,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","RETURN_INITIATED","STP_YES","04/18/2025 09:12:36"
263349,"2025-04-18 00:00:00","IN",33.65,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURN_INITIATED","STP_NO","04/18/2025 11:13:40"
263351,"2025-04-18 00:00:00","IN",42.04,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURN_INITIATED","STP_NO","04/18/2025 11:15:19"
263353,"2025-04-18 00:00:00","IN",24.75,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURN_INITIATED","STP_NO","04/18/2025 11:22:46"
263355,"2025-04-18 00:00:00","IN",20.79,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 11:26:44"
263356,"2025-04-18 00:00:00","IN",39.73,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 11:49:08"
263358,"2025-04-18 00:00:00","IN",29.06,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 12:11:32"
263359,"2025-04-18 00:00:00","IN",46.37,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURNED","STP_YES","04/18/2025 12:19:30"
263360,"2025-04-18 00:00:00","IN",31.84,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 12:27:05"
263361,"2025-04-18 00:00:00","OUT",46.37,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","TEST","112277","PROCESSED","STP_YES","04/18/2025 12:27:27"
263362,"2025-04-18 00:00:00","IN",16.62,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 12:30:23"
263363,"2025-04-18 00:00:00","IN",41.2,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_NO","04/18/2025 12:46:08"
263364,"2025-04-18 00:00:00","IN",20.66,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURNED","STP_YES","04/18/2025 12:47:01"
263365,"2025-04-18 00:00:00","IN",47.09,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 12:47:22"
263366,"2025-04-18 00:00:00","OUT",41.2,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_NO","04/18/2025 12:54:16"
263367,"2025-04-18 00:00:00","OUT",20.66,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","TEST","112277","PROCESSED","STP_YES","04/18/2025 12:55:28"
263372,"2025-04-18 00:00:00","IN",10.25,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","PROCESSED","STP_YES","04/18/2025 13:03:14"
263374,"2025-04-18 00:00:00","OUT",13.98,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","PROCESSED","STP_YES","04/18/2025 13:04:24"
263375,"2025-04-18 00:00:00","OUT",46.48,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,"","RETURNED","STP_YES","04/18/2025 13:05:14"
263376,"2025-04-18 00:00:00","OUT",15.66,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,"","RETURNED","STP_YES","04/18/2025 13:05:55"
263377,"2025-04-18 00:00:00","OUT",27.13,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","PROCESSED","STP_YES","04/18/2025 13:06:54"
263378,"2025-04-18 00:00:00","IN",14.19,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_YES","04/18/2025 13:11:46"
263381,"2025-04-18 00:00:00","OUT",17.67,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","PROCESSED","STP_YES","04/18/2025 13:14:21"
263382,"2025-04-18 00:00:00","OUT",10.84,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","PROCESSED","STP_YES","04/18/2025 13:16:09"
263383,"2025-04-18 00:00:00","OUT",21.3,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","PROCESSED","STP_YES","04/18/2025 13:18:21"
263384,"2025-04-18 00:00:00","OUT",3.9,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_YES","04/18/2025 13:18:43"
263385,"2025-04-18 00:00:00","OUT",20.03,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","PROCESSED","STP_YES","04/18/2025 13:18:57"
263386,"2025-04-18 00:00:00","OUT",28.14,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement GL(FED)","22222220",,"","PROCESSED","STP_YES","04/18/2025 13:23:50"
263387,"2025-04-18 00:00:00","OUT",23.29,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement GL(FED)","22222220",,"","PROCESSED","STP_YES","04/18/2025 13:25:08"
263388,"2025-04-18 00:00:00","IN",30.52,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 13:25:42"
263389,"2025-04-18 00:00:00","OUT",30.32,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,"","PROCESSED","STP_YES","04/18/2025 13:31:08"
263390,"2025-04-18 00:00:00","OUT",45.77,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,"","PROCESSED","STP_YES","04/18/2025 13:31:33"
263391,"2025-04-18 00:00:00","OUT",30.67,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement GL(FED)","22222220",,"","PROCESSED","STP_YES","04/18/2025 13:33:26"
263392,"2025-04-18 00:00:00","IN",42.52,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 13:33:42"
263393,"2025-04-18 00:00:00","OUT",45.61,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement GL(FED)","22222220",,"","PROCESSED","STP_YES","04/18/2025 13:34:17"
263394,"2025-04-18 00:00:00","OUT",35.22,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","RETURN_INITIATED","STP_YES","04/18/2025 13:42:29"
263395,"2025-04-18 00:00:00","IN",11.97,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURN_INITIATED","STP_YES","04/18/2025 13:43:11"
263396,"2025-04-18 00:00:00","OUT",23.34,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","RETURNED","STP_YES","04/18/2025 13:43:51"
263397,"2025-04-18 00:00:00","OUT",36.02,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Office Expenses Account","24680","RETURNED","STP_YES","04/18/2025 13:44:04"
263398,"2025-04-18 00:00:00","IN",24.92,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_YES","04/18/2025 13:50:18"
263402,"2025-04-18 00:00:00","IN",10.92,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 13:53:55"
263403,"2025-04-18 00:00:00","OUT",24.92,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_YES","04/18/2025 13:57:46"
263404,"2025-04-18 00:00:00","IN",23.94,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","04/18/2025 14:02:43"
263405,"2025-04-18 00:00:00","IN",19.63,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","PROCESSED","STP_YES","04/18/2025 14:05:25"
263408,"2025-04-18 00:00:00","IN",39.03,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 14:11:03"
263409,"2025-04-18 00:00:00","IN",20.1,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","PROCESSED","STP_YES","04/18/2025 14:13:41"
263411,"2025-04-18 00:00:00","IN",40.23,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURN_INITIATED","STP_YES","04/18/2025 14:20:00"
263413,"2025-04-18 00:00:00","IN",45.51,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_YES","04/18/2025 14:21:56"
263418,"2025-04-18 00:00:00","OUT",1.3,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_YES","04/18/2025 14:29:26"
263419,"2025-04-18 00:00:00","IN",10.16,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 14:30:56"
263420,"2025-04-18 00:00:00","IN",17.71,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURNED","STP_YES","04/18/2025 14:36:31"
263421,"2025-04-18 00:00:00","IN",23.32,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_YES","04/18/2025 14:39:38"
263422,"2025-04-18 00:00:00","OUT",17.71,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","TEST","112277","PROCESSED","STP_YES","04/18/2025 14:43:58"
263423,"2025-04-18 00:00:00","OUT",23.32,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_YES","04/18/2025 14:47:19"
263424,"2025-04-18 00:00:00","IN",26.14,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 14:51:05"
263425,"2025-04-18 00:00:00","IN",14.68,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURN_INITIATED","STP_YES","04/18/2025 15:00:07"
263427,"2025-04-18 00:00:00","IN",36.77,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 15:11:00"
263428,"2025-04-18 00:00:00","IN",43.65,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURN_INITIATED","STP_YES","04/18/2025 15:20:42"
263430,"2025-04-18 00:00:00","IN",36.98,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/18/2025 15:30:30"
263431,"2025-04-18 00:00:00","IN",26.5,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURNED","STP_YES","04/18/2025 15:40:06"
263432,"2025-04-18 00:00:00","OUT",26.5,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","TEST","112277","PROCESSED","STP_YES","04/18/2025 15:48:08"
263433,"2025-04-18 00:00:00","IN",36.93,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURNED","STP_YES","04/18/2025 15:56:23"
263436,"2025-04-18 00:00:00","OUT",36.93,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","TEST","112277","PROCESSED","STP_YES","04/18/2025 16:05:11"
263437,"2025-04-18 00:00:00","IN",42.78,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_YES","04/18/2025 16:13:47"
263438,"2025-04-18 00:00:00","OUT",42.78,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_YES","04/18/2025 16:21:52"
263439,"2025-04-18 00:00:00","OUT",23.32,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Beneficiary","14702333","PROCESSED","STP_YES","04/18/2025 16:31:08"
263440,"2025-04-18 00:00:00","OUT",162.59,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","Automation Beneficiary","14702333","PROCESSED","STP_YES","04/18/2025 16:38:43"
263443,"2025-04-18 00:00:00","OUT",30.38,"FEDWIRE","Processing Org","BTRC","Fedwire Settlement In Progress","22222221",,"","PROCESSED","STP_YES","04/18/2025 16:54:36"
263074,"2025-04-17 00:00:00","OUT",26.4,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,"","PROCESSED","STP_YES","04/17/2025 01:14:16"
263080,"2025-04-17 00:00:00","OUT",21.71,"FEDWIRE","Corporate","CTRD","AUTOMATION-BLOCK-PAYMENT","8529633","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","04/17/2025 02:13:34"
263081,"2025-04-17 00:00:00","IN",21.71,"FEDWIRE","Corporate","CTRD","AUTOMATION-BLOCK-PAYMENT","8529633","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/17/2025 02:21:20"
263084,"2025-04-17 00:00:00","OUT",45.19,"FEDWIRE","Corporate","CTRD","AUTOMATION-BLOCK-PAYMENT","8529633","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","04/17/2025 02:27:12"
263085,"2025-04-17 00:00:00","IN",45.19,"FEDWIRE","Corporate","CTRD","AUTOMATION-BLOCK-PAYMENT","8529633","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/17/2025 02:35:01"
263091,"2025-04-17 00:00:00","OUT",72,"FEDWIRE","Consumer","CTRC","SteveePay","112288","Feddexaccount","9901020002","PROCESSED","STP_NO","04/17/2025 02:54:50"
263094,"2025-04-17 00:00:00","IN",14.66,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_YES","04/17/2025 03:05:49"
263096,"2025-04-17 00:00:00","OUT",14.66,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_YES","04/17/2025 03:12:30"
263100,"2025-04-17 00:00:00","OUT",36.2,"FEDWIRE","Processing Org","BTRD","Settlement (FED)","100000002","FIRST BANK",,"PROCESSED","STP_YES","04/17/2025 03:31:21"
263101,"2025-04-17 00:00:00","IN",36.2,"FEDWIRE","Processing Org","BTRD",,"100000002","Settlement (FED)","100000002","PROCESSED","STP_YES","04/17/2025 03:37:26"
263102,"2025-04-17 00:00:00","IN",41.51,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/17/2025 03:44:45"
263105,"2025-04-17 00:00:00","IN",25.82,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/17/2025 03:51:05"
263107,"2025-04-17 00:00:00","IN",42.59,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURN_INITIATED","STP_NO","04/17/2025 03:53:09"
263109,"2025-04-17 00:00:00","IN",18.23,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/17/2025 03:56:17"
263115,"2025-04-17 00:00:00","OUT",12.77,"FEDWIRE","Corporate","CTRD","AUTOMATION-BLOCK-PAYMENT","8529633","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","04/17/2025 04:02:15"
263116,"2025-04-17 00:00:00","IN",15.24,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/17/2025 04:02:35"
263117,"2025-04-17 00:00:00","IN",12.77,"FEDWIRE","Corporate","CTRD","AUTOMATION-BLOCK-PAYMENT","8529633","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/17/2025 04:10:05"
263118,"2025-04-17 00:00:00","OUT",12.22,"FEDWIRE","Consumer","CTRC","SteveePay","112288","Sophia","676789","PROCESSED","STP_YES","04/17/2025 04:15:15"
263119,"2025-04-17 00:00:00","IN",44.55,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/17/2025 04:16:15"
263122,"2025-04-17 00:00:00","OUT",41.85,"FEDWIRE","Processing Org","BTRD","Settlement (FED)","100000002","FIRST BANK",,"PROCESSED","STP_YES","04/17/2025 04:18:50"
263123,"2025-04-17 00:00:00","IN",41.85,"FEDWIRE","Processing Org","BTRD",,"100000002","Settlement (FED)","100000002","PROCESSED","STP_YES","04/17/2025 04:26:09"
263124,"2025-04-17 00:00:00","IN",13.77,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_YES","04/17/2025 04:31:14"
263125,"2025-04-17 00:00:00","OUT",14.44,"FEDWIRE","Consumer","CTRC","SteveePay","112288","Sophia","676789","PROCESSED","STP_YES","04/17/2025 04:32:10"
263126,"2025-04-17 00:00:00","OUT",43.12,"FEDWIRE","Corporate","DRRC","AUTOMATION-CORP-ENTITY","9901020020","Name","42042984","PROCESSED","STP_YES","04/17/2025 04:34:41"
263127,"2025-04-17 00:00:00","IN",30.3,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_YES","04/17/2025 04:46:28"
263128,"2025-04-17 00:00:00","IN",30.82,"FEDWIRE","Corporate","CTRC","TEST","112277","AUTOMATION-CORP-ENTITY","9901020020","RETURNED","STP_YES","04/17/2025 04:53:33"
263129,"2025-04-17 00:00:00","OUT",30.3,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_YES","04/17/2025 04:58:27"
263130,"2025-04-17 00:00:00","OUT",30.82,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9901020020","TEST","112277","PROCESSED","STP_YES","04/17/2025 05:01:28"
263131,"2025-04-17 00:00:00","IN",13.23,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","PROCESSED","STP_YES","04/17/2025 05:11:20"
263132,"2025-04-17 00:00:00","OUT",11.08,"FEDWIRE","Corporate","DRRC","AUTOMATION-CORP-ENTITY","9901020020","Debtor","4298429842","PROCESSED","STP_YES","04/17/2025 05:20:39"
263133,"2025-04-17 00:00:00","IN",13.23,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","PROCESSED","STP_NO","04/17/2025 05:26:32"
263136,"2025-04-17 00:00:00","OUT",26.95,"FEDWIRE","Processing Org","BTRD","Settlement (FED)","100000002","FIRST BANK",,"PROCESSED","STP_YES","04/17/2025 05:37:10"
263137,"2025-04-17 00:00:00","IN",16.79,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","PROCESSED","STP_YES","04/17/2025 05:42:10"
263138,"2025-04-17 00:00:00","IN",26.95,"FEDWIRE","Processing Org","BTRD",,"100000002","Settlement (FED)","100000002","PROCESSED","STP_YES","04/17/2025 05:44:33"
263141,"2025-04-17 00:00:00","OUT",37.4,"FEDWIRE","Corporate","CTRD","AUTOMATION-BLOCK-PAYMENT","8529633","AUTOMATION-CORP-ENTITY","9901020020","PROCESSED","STP_NO","04/17/2025 05:52:06"
263142,"2025-04-17 00:00:00","OUT",25.67,"FEDWIRE","Corporate","DRRC","AUTOMATION-CORP-ENTITY","9901020020","Name","4298429842","PROCESSED","STP_YES","04/17/2025 05:52:10"
263144,"2025-04-17 00:00:00","IN",37.4,"FEDWIRE","Corporate","CTRD","AUTOMATION-BLOCK-PAYMENT","8529633","AUTOMATION-CORP-ENTITY","9901020020","RETURN_INITIATED","STP_NO","04/17/2025 06:01:49"
263146,"2025-04-17 00:00:00","IN",33.74,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/17/2025 06:02:29"
263148,"2025-04-17 00:00:00","OUT",32.58,"FEDWIRE","Corporate","DRRC","AUTOMATION-CORP-ENTITY","9901020020","Name","4298429842","PROCESSED","STP_YES","04/17/2025 06:03:23"
263149,"2025-04-17 00:00:00","IN",35.42,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/17/2025 06:07:45"
263152,"2025-04-17 00:00:00","IN",45.72,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/17/2025 06:12:21"
263154,"2025-04-17 00:00:00","IN",45.24,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/17/2025 06:16:26"
263156,"2025-04-17 00:00:00","IN",18.44,"FEDWIRE","Corporate","CTRC","Jennifer Miller","9753102468","AUTOMATION-BLOCK-PAYMENT","8529633","RETURN_INITIATED","STP_NO","04/17/2025 06:20:30"
263161,"2025-04-17 00:00:00","OUT",60,"FEDWIRE","Consumer","CTRC","SteveePay","112288","Feddex","9901020002","PROCESSED","STP_YES","04/17/2025 06:31:11"
263166,"2025-04-17 00:00:00","IN",60,"FEDWIRE","Corporate","CTRC","SteveePay","112288","Feddex","9901020002","PROCESSED","STP_YES","04/17/2025 06:34:09"
263168,"2025-04-17 00:00:00","OUT",12,"FEDWIRE","Processing Org","BTRC","ACH Settlement GL(FED)","33333330",,"","PROCESSED","STP_NO","04/17/2025 06:38:17"
263179,"2025-04-17 00:00:00","IN",33.12,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_YES","04/17/2025 07:18:37"
263180,"2025-04-17 00:00:00","OUT",25,"FEDWIRE","Corporate","CTRC","AUTOMATION-CORP-ENTITY","9870001005","office expesne account","3532543","PROCESSED","STP_YES","04/17/2025 07:25:43"
263181,"2025-04-17 00:00:00","OUT",33.12,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_YES","04/17/2025 07:25:54"
263183,"2025-04-17 00:00:00","IN",12.41,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURNED","STP_YES","04/17/2025 08:12:54"
263184,"2025-04-17 00:00:00","OUT",12.41,"FEDWIRE","Processing Org","BTRC","Settlement (FED)","100000002",,,"PROCESSED","STP_YES","04/17/2025 08:20:11"
263185,"2025-04-17 00:00:00","IN",33.74,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","PROCESSED","STP_YES","04/17/2025 08:27:46"
263187,"2025-04-17 00:00:00","IN",43.31,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURN_INITIATED","STP_YES","04/17/2025 08:57:50"
263188,"2025-04-17 00:00:00","IN",29.44,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","PROCESSED","STP_YES","04/17/2025 09:02:14"
263190,"2025-04-17 00:00:00","OUT",13.44,"FEDWIRE","Consumer","CTRC","SteveePay","112288","Sophia","676789","PROCESSED","STP_YES","04/17/2025 09:08:20"
263191,"2025-04-17 00:00:00","OUT",15.55,"FEDWIRE","Processing Org","BTRC","ACH Settlement GL(FED)","33333330",,"","PROCESSED","STP_NO","04/17/2025 09:11:46"
263192,"2025-04-17 00:00:00","OUT",13.99,"FEDWIRE","Consumer","CTRC","SteveePay","112288","Sophia","676789","PROCESSED","STP_YES","04/17/2025 09:16:12"
263193,"2025-04-17 00:00:00","IN",13.99,"FEDWIRE",,"CTRC","SteveePay","112288","Sophia","676789","RETURNED","STP_NO","04/17/2025 09:17:38"
263194,"2025-04-17 00:00:00","OUT",13.99,"FEDWIRE",,"CTRC","Sophia","676789","SteveePay","112288","PROCESSED","STP_YES","04/17/2025 09:18:23"
263195,"2025-04-17 00:00:00","IN",13.99,"FEDWIRE","Consumer","CTRC","Sophia","676789","SteveePay","112288","PROCESSED","STP_YES","04/17/2025 09:18:59"
263196,"2025-04-17 00:00:00","OUT",14.57,"FEDWIRE","Corporate","CTRC","Feddex","9901020002","United Beneficiary","98445631","PROCESSED","STP_YES","04/17/2025 09:23:14"
263198,"2025-04-17 00:00:00","IN",20.49,"FEDWIRE","Processing Org","BTRC",,,"Settlement (FED)","100000002","RETURN_INITIATED","STP_YES","04/17/2025 09:31:01"
